,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles
710,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CCN(CC=C)C(=O)C(Cl)Cl
712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCCCCCO
713,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CCc1ccc(OC)cc1
714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C=CC(=O)OC
715,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21
716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,C1CSCCS1
717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CN(C)C(=O)C(c1ccccc1)c1ccccc1
718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC
720,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
721,,,,,,,,0.0,,0.0,,,COC(=O)c1ccc(NC(C)=O)cc1OC
722,,,,,,,,0.0,,0.0,,,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC
723,,,,,,,,0.0,,0.0,,,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
724,,,,,,,,0.0,,0.0,,,CCOC(=O)c1ccc(O)c(O)c1
725,,,,,,,,0.0,,0.0,,,OC1(c2ccc(Cl)cc2)CCNCC1
726,,,,,,,,1.0,,0.0,,,Clc1ccccc1N1CCNCC1
727,,,,,,,,0.0,,0.0,,,O=C(c1ccco1)N1CCNCC1
728,,,,,,,,0.0,,0.0,,,CC(=O)c1ccc(O)c(C(N)=O)c1
729,,,,,,,,0.0,,0.0,,,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1
730,,,,,,,,0.0,,0.0,,,OC1(c2ccccc2)CCNCC1
731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CC(=O)CC(=O)Nc1ccc(C)cc1C
732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,COc1cc(Cl)c(OC)cc1N
733,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)c1ccccc1C
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
735,0.0,,,,,,,,0.0,,,1.0,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
736,0.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,CC[Sn](Br)(CC)CC
737,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,C=CC(=O)OCCOc1ccccc1
738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cc(C)c(N)c(Cl)c1
739,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)(C)C1CCC(O)CC1
740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCOC(=O)c1ccccc1
741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(CO)(CO)COCC(CC)(CO)CO
742,0.0,1.0,,,0.0,0.0,,1.0,1.0,0.0,,1.0,N=C1NC(=N)c2ccccc21
743,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OCCCCOC(=O)C(=C)C
744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCC(=O)N(CC)CC
745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,N#CCCOCCOCCC#N
746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC(=O)OCCCCCCCCCC
747,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(N(CCO)CCO)cc1
748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)CCN(C)CCO
749,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,C(COCC1CO1)OCC1CO1
750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(=O)Nc1cccc(N)c1
751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,S=C(Nc1ccccc1)Nc1ccccc1
752,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1
753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCOC(=O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)c(-c4cccc(CC(=O)OCC)c4)c3)ccc2O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)c1
754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2
755,0.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0.0,1.0,,O=C(N[C@@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1
756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1
757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1
758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nc1ccn(C2CO[C@H](CO)O2)c(=O)n1
759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N
761,0.0,,0.0,,,,,1.0,1.0,1.0,1.0,1.0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
762,0.0,0.0,1.0,,0.0,0.0,,,0.0,,,0.0,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOP(=O)(OCC)OCC
765,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Nc1ccc(F)cc1
766,0.0,,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O
767,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O
768,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,CCOc1cc(OCC)c(C(C)=O)cc1OCC
769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)OCCOCCOCCOC(C)=O
770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cn1cnc2c1c(=O)[nH]c(=O)n2C
772,1.0,,1.0,,0.0,,,,0.0,,,1.0,CCN(CC)c1ccc2c(C)cc(=O)oc2c1
773,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,CCN(CC)c1cccc(O)c1
774,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Oc1ccc2ccccc2c1/N=N/c1ccccc1
775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=S)Nc1ccccc1
776,0.0,,1.0,1.0,1.0,,,,0.0,,1.0,1.0,Nc1c2ccccc2nc2ccccc12
777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
778,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl
779,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(=O)NNc1ccccc1
780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)C1C(=O)C=C(C)OC1=O
781,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Nc1ccc(Nc2ccccc2)cc1
782,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
783,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NNCCO
784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc1ccc(NC(=O)CC(C)O)cc1
786,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOP(=S)(OCC)SCSCC
787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C=CC(=O)OCCN(C)C
788,0.0,,1.0,,1.0,,,,1.0,,1.0,1.0,Nc1ccc2cc3ccccc3cc2c1
789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1
791,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCOCC(C)O
793,,,,,,,,0.0,,0.0,,,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)CCCN
795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1CCCc2ccccc21
796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC1CCCc2ccccc21
797,0.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,,0.0,c1ccc(N=NNc2ccccc2)cc1
798,0.0,,1.0,,0.0,0.0,,1.0,1.0,0.0,,,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1
799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,COC(C)OC
800,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1
801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(O)c1ccccc1
802,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1
803,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1
804,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc1ccc(NC(N)=O)cc1
805,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CCOc1ccccc1C(N)=O
806,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2
807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC(=O)OCC
808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN1CCCC1=O
809,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,CNc1ncnc2[nH]cnc12
810,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1
811,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
812,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,COc1cc(N)ccc1C
813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)c1ccccc1
814,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
815,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CC(C)N(CCO)C(C)C
817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)=NO
818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(=O)CC
819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
821,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,CCCCc1ccc(C(=O)O)nc1
822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N
823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC(C)CC
824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,CCOP(=O)([O-])C(N)=O
825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,O=C(Cl)c1cc(Cl)cc(Cl)c1
826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)c1cccc(Cl)c1
827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OCCN(C)C
828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cc(=O)nc(C(C)C)[nH]1
829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)CC(N)CC(C)(CN)C1
830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCOCCO
831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)CCS
832,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,CC(C)NCC(O)COc1ccccc1-n1cccc1
834,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,,1.0,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O
835,,,,,,,,0.0,,0.0,,,CC1(C)CO[C@@H](CC(=O)O)CN1
836,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
837,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N=C(N)NN.N=C(N)NN
838,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12
840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCCCCCC1(C)CCC(=O)O1
841,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O
842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCCCCCC#CC(=O)OC
843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCC/C=C/C(=O)OC
844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCC(=O)OCCCCCC
845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCC/C=C\CCCCCCCC(=O)OCC
846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,C/C=C/C=C/CO
847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21
848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O
849,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CCCCCCC(=O)O
850,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N
851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCN1C=CN(C)C1
852,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1
853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCCCCCCCCCCCCBr
854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ncsc1CCCl
855,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,,,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1cccc(Cl)c1N=C1NCCN1
857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
858,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Nc1ccc2ccccc2c1S(=O)(=O)O
859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])c1ccc(Cl)cc1
860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCOC(O)CC
861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCOS(=O)(=O)[O-]
862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCC(CC)COS(=O)(=O)[O-]
863,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1
864,0.0,,1.0,,,0.0,,,,,1.0,1.0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
865,0.0,0.0,,,,0.0,,1.0,0.0,0.0,1.0,0.0,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1
866,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cc([N+](=O)[O-])ccc1N
867,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1c(N)cccc1[N+](=O)[O-]
868,,,,,,,,0.0,,0.0,,,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
869,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(CO)[C@@H](O)C(=O)NCCCO
871,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C
873,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
874,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1
875,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1
876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1
877,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O
878,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(C=Cc1ccccc1)OCCCc1ccccc1
879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1=C(C=O)C(C)(C)CCC1
880,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCOC(=O)CCCC
881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCCc1ccccc1
882,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)=CC(=O)O
883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCCCCCCCC(=O)Cl
884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN1CCCC1
885,1.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,,,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)Nc1cc([As](=O)(O)O)ccc1O
887,,,,,,,,0.0,,0.0,,,CCCCCC(C)N.CCCCCC(C)N
888,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCc1ccccc1O
889,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,,CC=CC=CCOC(=O)C(C)C
890,0.0,,1.0,1.0,,,,,,0.0,1.0,1.0,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1
891,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Oc1c(Br)cc(Br)c2cccnc12
892,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CNCCCN1c2ccccc2CCc2ccccc21
893,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(C)OC(=O)N1CCCCC1CCO
894,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
